,Name,Episodes,Release,Members,Score
341,Karakai Jouzu no Takagi-san 2,12,Jul 2019 - Sep 2019,327902,8.04
342,Glass no Kamen (2005),51,Apr 2005 - Mar 2006,39355,8.04
343,Kill la Kill,24,Oct 2013 - Mar 2014,1704108,8.03
344,Lovely★Complex,24,Apr 2007 - Sep 2007,583314,8.03
345,Akatsuki no Yona,24,Oct 2014 - Mar 2015,842935,8.03
346,BanG Dream! 3rd Season,13,Jan 2020 - Apr 2020,36287,8.03
347,Black Lagoon,12,Apr 2006 - Jun 2006,994545,8.03
348,Dennou Coil,26,May 2007 - Dec 2007,146353,8.03
349,Full Metal Panic? Fumoffu,12,Aug 2003 - Nov 2003,294609,8.03
350,Hanada Shounen-shi,25,Oct 2002 - Mar 2003,15689,8.03
351,Boku no Hero Academia 3rd Season,25,Apr 2018 - Sep 2018,2154819,8.02
352,Ginga Nagareboshi Gin,21,Apr 1986 - Aug 1986,26881,8.02
353,Juuni Kokuki,45,Apr 2002 - Aug 2003,150379,8.02
354,SK∞,12,Jan 2021 - Apr 2021,547214,8.02
355,Slayers Next,26,Apr 1996 - Sep 1996,70070,8.02
356,Saiunkoku Monogatari 2nd Season,39,Apr 2007 - Mar 2008,40964,8.02
357,Kimi ni Todoke,25,Oct 2009 - Mar 2010,930950,8.01
358,Magi: The Labyrinth of Magic,25,Oct 2012 - Mar 2013,1033116,8.01
359,Pui Pui Molcar,12,Jan 2021 - Mar 2021,16215,8.01
360,Atarashii Joushi wa Do Tennen,12,Oct 2023 - Dec 2023,43351,8.01
361,Azumanga Daiou The Animation,26,Apr 2002 - Oct 2002,351095,8.01
362,Baby Steps 2nd Season,25,Apr 2015 - Sep 2015,90321,8.01
363,D.Gray-man,103,Oct 2006 - Sep 2008,686975,8.01
364,Toaru Kagaku no Railgun S,24,Apr 2013 - Sep 2013,385191,8.01
365,Tokyo Magnitude 8.0,11,Jul 2009 - Sep 2009,295434,8.01
366,Zombieland Saga Revenge,12,Apr 2021 - Jun 2021,212012,8.01
367,Shokugeki no Souma: San no Sara,12,Oct 2017 - Dec 2017,963077,8.0
368,Touch,101,Mar 1985 - Mar 1987,35568,8.0
369,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,13,Apr 2013 - Jun 2013,1415399,8.0
370,Kaichou wa Maid-sama!,26,Apr 2010 - Sep 2010,1234732,8.0
371,Kami nomi zo Shiru Sekai: Megami-hen,12,Jul 2013 - Sep 2013,343547,8.0
372,Shadows House 2nd Season,12,Jul 2022 - Sep 2022,116139,8.0
373,ef: A Tale of Melodies.,12,Oct 2008 - Dec 2008,164189,8.0
374,Hibike! Euphonium,13,Apr 2015 - Jul 2015,451591,8.0
375,Clannad,23,Oct 2007 - Mar 2008,1401677,7.99
376,Hachimitsu to Clover,24,Apr 2005 - Sep 2005,266334,7.99
377,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,14,Oct 2019 - Dec 2019,301006,7.99
378,Hyouge Mono,39,Apr 2011 - Jan 2012,28132,7.99
379,Naruto,220,Oct 2002 - Feb 2007,2811873,7.99
380,Niehime to Kemono no Ou,24,Apr 2023 - Sep 2023,66176,7.99
381,Kakushigoto,12,Apr 2020 - Jun 2020,325448,7.98
382,Kimi ni Todoke 2nd Season,12,Jan 2011 - Mar 2011,474347,7.98
383,School Rumble Ni Gakki,26,Apr 2006 - Sep 2006,160989,7.98
384,Bungou Stray Dogs Wan!,12,Jan 2021 - Mar 2021,114903,7.98
385,Durarara!!x2 Shou,12,Jan 2015 - Mar 2015,480008,7.98
386,xxxHOLiC,24,Apr 2006 - Sep 2006,318225,7.98
387,Yofukashi no Uta,13,Jul 2022 - Sep 2022,564081,7.98
388,Maoujou de Oyasumi,12,Oct 2020 - Dec 2020,209895,7.97
389,Ookiku Furikabutte: Natsu no Taikai-hen,13,Apr 2010 - Jun 2010,44411,7.97
390,ReLIFE,13,Jul 2016 - Sep 2016,1024067,7.97
391,Akagami no Shirayuki-hime 2nd Season,12,Jan 2016 - Mar 2016,355888,7.97
392,Durarara!!x2 Ten,12,Jul 2015 - Sep 2015,392708,7.97
393,Haibane Renmei,13,Oct 2002 - Dec 2002,283390,7.97
394,Dragon Ball,153,Feb 1986 - Apr 1989,1023223,7.96
395,High Score Girl II,9,Oct 2019 - Dec 2019,135419,7.96
396,Hokuto no Ken,109,Oct 1984 - Mar 1987,130048,7.96
397,Tate no Yuusha no Nariagari,25,Jan 2019 - Jun 2019,1563772,7.96
398,Working!!!,13,Jul 2015 - Sep 2015,246618,7.96
399,Youjo Senki,12,Jan 2017 - Mar 2017,904881,7.96
400,Mahou Shoujo Lyrical Nanoha A's,13,Oct 2005 - Dec 2005,64841,7.96
401,Nagi no Asu kara,26,Oct 2013 - Apr 2014,597704,7.96
402,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",25,Oct 2023 -,182324,7.96
403,Kanon (2006),24,Oct 2006 - Mar 2007,269985,7.95
404,Kidou Senshi Gundam: Suisei no Majo Season 2,12,Apr 2023 - Jul 2023,82936,7.95
405,Kobato.,24,Oct 2009 - Mar 2010,165957,7.95
406,Kobayashi-san Chi no Maid Dragon,13,Jan 2017 - Apr 2017,1218467,7.95
407,Love Live! Superstar!!,12,Jul 2021 - Oct 2021,67808,7.95
408,Noragami,12,Jan 2014 - Mar 2014,2136691,7.95
409,Bishoujo Senshi Sailor Moon: Sailor Stars,34,Mar 1996 - Feb 1997,112224,7.95
410,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,12,Apr 2018 - Jun 2018,712805,7.95
411,Tokyo Revengers,24,Apr 2021 - Sep 2021,1224607,7.95
412,Takarajima,26,Oct 1978 - Apr 1979,20230,7.94
413,Wotaku ni Koi wa Muzukashii,11,Apr 2018 - Jun 2018,968957,7.94
414,Kindaichi Shounen no Jikenbo,148,Apr 1997 - Sep 2000,30689,7.94
415,Mawaru Penguindrum,24,Jul 2011 - Dec 2011,298288,7.94
416,Non Non Biyori,12,Oct 2013 - Dec 2013,422750,7.94
417,Nurarihyon no Mago: Sennen Makyou,24,Jul 2011 - Dec 2011,162244,7.94
418,Phantom: Requiem for the Phantom,26,Apr 2009 - Sep 2009,332555,7.94
419,Fate/Grand Order: Zettai Majuu Sensen Babylonia,21,Oct 2019 - Mar 2020,277446,7.94
420,Full Moon wo Sagashite,52,Apr 2002 - Mar 2003,108850,7.94
421,Bleach,366,Oct 2004 - Mar 2012,1934816,7.93
422,Hidamari Sketch x Honeycomb,12,Oct 2012 - Dec 2012,23646,7.93
423,Yowamushi Pedal,38,Oct 2013 - Jul 2014,231064,7.93
424,Kaleido Star,51,Apr 2003 - Mar 2004,85151,7.93
425,Kono Oto Tomare!,13,Apr 2019 - Jun 2019,300011,7.93
426,Osomatsu-san,25,Oct 2015 - Mar 2016,171200,7.93
427,Kimi to Boku. 2,13,Apr 2012 - Jun 2012,88037,7.92
428,Log Horizon,25,Oct 2013 - Mar 2014,1106439,7.92
429,Nekomonogatari: Kuro,4,Dec 2012 - Dec 2012,549340,7.92
430,Overlord III,13,Jul 2018 - Oct 2018,891537,7.92
431,Full Metal Panic! The Second Raid,13,Jul 2005 - Oct 2005,259499,7.92
432,Gochuumon wa Usagi desu ka? Bloom,12,Oct 2020 - Dec 2020,62894,7.92
433,Hanamonogatari,5,Aug 2014 - Aug 2014,423968,7.92
434,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,26,Oct 2005 - Mar 2006,102783,7.92
435,Yakitate!! Japan,69,Oct 2004 - Mar 2006,97489,7.91
436,Yuru Yuri San☆Hai!,12,Oct 2015 - Dec 2015,123985,7.91
437,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,12,Jul 2023 - Dec 2023,469016,7.91
438,Kingdom,38,Jun 2012 - Feb 2013,214308,7.91
439,Kuuchuu Buranko,11,Oct 2009 - Dec 2009,93161,7.91
440,Overlord,13,Jul 2015 - Sep 2015,1567952,7.91
441,Plastic Memories,13,Apr 2015 - Jun 2015,932860,7.91
442,City Hunter,51,Apr 1987 - Mar 1988,79630,7.91
443,Eyeshield 21,145,Apr 2005 - Mar 2008,181919,7.91
444,Bishoujo Senshi Sailor Moon S,38,Mar 1994 - Feb 1995,145686,7.9
445,Ergo Proxy,23,Feb 2006 - Aug 2006,641142,7.9
446,Gakuen Babysitters,12,Jan 2018 - Mar 2018,334449,7.9
447,Ginga Sengoku Gunyuuden Rai,52,Apr 1994 - Mar 1995,15551,7.9
448,Hanasaku Iroha,26,Apr 2011 - Sep 2011,329459,7.9
449,Hidamari Sketch x ☆☆☆,12,Jan 2010 - Mar 2010,27754,7.9
450,Hug tto! Precure,49,Feb 2018 - Jan 2019,16410,7.9
451,Jormungand: Perfect Order,12,Oct 2012 - Dec 2012,191063,7.9
452,Undead Girl Murder Farce,13,Jul 2023 - Sep 2023,131756,7.9
453,Vanitas no Karte,12,Jul 2021 - Sep 2021,519293,7.9
454,Yuri!!! on Ice,12,Oct 2016 - Dec 2016,875694,7.9
455,Yuzuki-san Chi no Yonkyoudai.,12,Oct 2023 - Dec 2023,44482,7.9
456,Zetsuen no Tempest,24,Oct 2012 - Mar 2013,593337,7.9
457,Kidou Senshi Zeta Gundam,50,Mar 1985 - Feb 1986,74164,7.9
458,Ore Monogatari!!,24,Apr 2015 - Sep 2015,667097,7.9
459,Shirokuma Cafe,50,Apr 2012 - Mar 2013,94082,7.9
460,Les Misérables: Shoujo Cosette,52,Jan 2007 - Dec 2007,29219,7.89
461,Lupin III (2015),24,Oct 2015 - Mar 2016,70520,7.89
462,Macross,36,Oct 1982 - Jun 1983,109069,7.89
463,Macross F,25,Apr 2008 - Sep 2008,146164,7.89
464,Saiunkoku Monogatari,39,Apr 2006 - Feb 2007,95900,7.89
465,Sakigake!! Cromartie Koukou,26,Oct 2003 - Mar 2004,138038,7.89
466,School Rumble,26,Oct 2004 - Mar 2005,325921,7.89
467,Boku no Hero Academia 4th Season,25,Oct 2019 - Apr 2020,1696711,7.89
468,Drifters,12,Oct 2016 - Dec 2016,561438,7.89
469,Heartcatch Precure!,49,Feb 2010 - Jan 2011,31904,7.89
470,Ie Naki Ko Remy,23,Sep 1996 - Mar 1997,20522,7.89
471,Ushio to Tora (TV) 2nd Season,13,Apr 2016 - Jun 2016,131443,7.89
472,Yagate Kimi ni Naru,13,Oct 2018 - Dec 2018,334960,7.89
473,Zoku Sayonara Zetsubou Sensei,13,Jan 2008 - Mar 2008,131694,7.89
474,Space☆Dandy,13,Jan 2014 - Mar 2014,352551,7.88
475,Tonikaku Kawaii,12,Oct 2020 - Dec 2020,728260,7.88
476,Kidou Senshi Gundam: Suisei no Majo,12,Oct 2022 - Jan 2023,147806,7.88
477,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,12,Oct 2023 - Dec 2023,175905,7.88
478,"Komi-san wa, Comyushou desu.",12,Oct 2021 - Dec 2021,863133,7.88
479,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",12,Jan 2024 -,63177,7.88
480,Megalo Box,13,Apr 2018 - Jun 2018,503332,7.88
481,Ookiku Furikabutte,25,Apr 2007 - Sep 2007,99926,7.88
482,Berserk: Ougon Jidai-hen - Memorial Edition,13,Oct 2022 - Dec 2022,38272,7.88
483,ef: A Tale of Memories.,12,Oct 2007 - Dec 2007,254678,7.88
484,Golden Kamuy,12,Apr 2018 - Jun 2018,382827,7.88
485,Higurashi no Naku Koro ni,26,Apr 2006 - Sep 2006,798419,7.88
486,Hoozuki no Reitetsu 2nd Season,13,Oct 2017 - Dec 2017,46813,7.88
487,Jigoku Shoujo Futakomori,26,Oct 2006 - Apr 2007,160653,7.88
488,JoJo no Kimyou na Bouken (TV),26,Oct 2012 - Apr 2013,1635666,7.88
489,Boku no Hero Academia,13,Apr 2016 - Jun 2016,2978382,7.87
490,Cool Doji Danshi,24,Oct 2022 - Mar 2023,88299,7.87
491,Terra e... (TV),24,Apr 2007 - Sep 2007,61608,7.87
492,Zan Sayonara Zetsubou Sensei,13,Jul 2009 - Sep 2009,106833,7.87
493,Kami nomi zo Shiru Sekai II,12,Apr 2011 - Jun 2011,387957,7.87
494,Mahoutsukai no Yome Season 2 Part 2,12,Oct 2023 - Dec 2023,77345,7.87
495,Musekinin Kanchou Tylor,26,Jan 1993 - Jul 1993,49364,7.87
496,Machikado Mazoku: 2-choume,12,Apr 2022 - Jul 2022,66140,7.86
497,Magic Kaito 1412,24,Oct 2014 - Mar 2015,123684,7.86
498,Paradise Kiss,12,Oct 2005 - Dec 2005,223405,7.86
499,Sayonara Zetsubou Sensei,12,Jul 2007 - Sep 2007,342922,7.86
500,Carole & Tuesday,24,Apr 2019 - Oct 2019,324764,7.86
501,Ie Naki Ko,51,Oct 1977 - Oct 1978,15703,7.86
502,InuYasha,167,Oct 2000 - Sep 2004,788424,7.86
503,K-On!,13,Apr 2009 - Jun 2009,1041121,7.86
504,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,12,Jul 2017 - Sep 2017,1229283,7.86
505,Tennis no Oujisama,178,Oct 2001 - Mar 2005,182604,7.85
506,Tiger & Bunny,25,Apr 2011 - Sep 2011,225826,7.85
507,Tokyo Revengers: Tenjiku-hen,13,Oct 2023 - Dec 2023,160860,7.85
508,Beelzebub,60,Jan 2011 - Mar 2012,591218,7.85
509,Dance Dance Danseur,11,Apr 2022 - Jun 2022,82192,7.85
510,Hoozuki no Reitetsu 2nd Season: Sono Ni,13,Apr 2018 - Jul 2018,28802,7.85
511,Jibaku Shounen Hanako-kun,12,Jan 2020 - Mar 2020,583346,7.84
512,Soul Eater,51,Apr 2008 - Mar 2009,1607978,7.84
513,Trigun Stampede,12,Jan 2023 - Mar 2023,169280,7.84
514,Yume-iro Pâtissière,50,Oct 2009 - Sep 2010,81564,7.84
515,Magi: Sinbad no Bouken (TV),13,Apr 2016 - Jul 2016,475674,7.84
516,Oniisama e...,39,Jul 1991 - May 1992,46745,7.84
517,Seihou Bukyou Outlaw Star,24,Jan 1998 - Jun 1998,154739,7.84
518,Michiko to Hatchin,22,Oct 2008 - Mar 2009,199785,7.83
519,Sekaiichi Hatsukoi 2,12,Oct 2011 - Dec 2011,156108,7.83
520,91 Days,12,Jul 2016 - Oct 2016,714015,7.83
521,Gekkan Shoujo Nozaki-kun,12,Jul 2014 - Sep 2014,919128,7.83
522,Hidamari Sketch x 365,13,Jul 2008 - Sep 2008,32065,7.83
523,Id:Invaded,13,Jan 2020 - Mar 2020,363732,7.83
524,Suzumiya Haruhi no Yuuutsu,14,Apr 2006 - Jul 2006,910387,7.83
525,Uchouten Kazoku,13,Jul 2013 - Sep 2013,166811,7.83
526,Yuusha-Ou GaoGaiGar,49,Feb 1997 - Jan 1998,21689,7.83
527,Somali to Mori no Kamisama,12,Jan 2020 - Mar 2020,286151,7.82
528,Tanaka-kun wa Itsumo Kedaruge,12,Apr 2016 - Jun 2016,458709,7.82
529,Tasogare Otome x Amnesia,12,Apr 2012 - Jun 2012,399602,7.82
530,Tentai Senshi Sunred 2nd Season,26,Oct 2009 - Mar 2010,8052,7.82
531,Working'!!,13,Oct 2011 - Dec 2011,262885,7.82
532,Yamada-kun to Lv999 no Koi wo Suru,13,Apr 2023 - Jun 2023,370156,7.82
533,Yuru Yuri♪♪,12,Jul 2012 - Sep 2012,184861,7.82
534,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,12,Jan 2023 - Mar 2023,289231,7.82
535,Beastars,12,Oct 2019 - Dec 2019,841898,7.82
536,Bungou Stray Dogs,12,Apr 2016 - Jun 2016,1369244,7.82
537,Capeta,52,Oct 2005 - Sep 2006,27118,7.82
538,Dark Gathering,25,Jul 2023 - Dec 2023,118465,7.82
539,Doraemon (1979),1787,Apr 1979 - Mar 2005,62197,7.82
540,Go! Princess Precure,50,Feb 2015 - Jan 2016,18131,7.82
541,Gungrave,26,Oct 2003 - Mar 2004,188969,7.82
542,Akachan to Boku,35,Jul 1996 - Mar 1997,22778,7.81
543,Blue Period,12,Oct 2021 - Dec 2021,453764,7.81
544,Eikoku Koi Monogatari Emma: Molders-hen,12,Apr 2007 - Jul 2007,27195,7.81
545,Enen no Shouboutai: Ni no Shou,24,Jul 2020 - Dec 2020,753607,7.81
546,Igano Kabamaru,24,Oct 1983 - Mar 1984,11044,7.81
547,Isekai Ojisan,13,Jul 2022 - Mar 2023,336030,7.81
548,Jungle wa Itsumo Hare nochi Guu,26,Apr 2001 - Sep 2001,34039,7.81
549,Slayers Try,26,Apr 1997 - Sep 1997,54755,7.81
550,Tomo-chan wa Onnanoko!,13,Jan 2023 - Mar 2023,369790,7.81
551,Undead Unluck,24,Oct 2023 -,203343,7.81
552,Little Witch Academia (TV),25,Jan 2017 - Jun 2017,637223,7.81
553,Mahoujin Guruguru (2017),24,Jul 2017 - Dec 2017,32838,7.81
554,Mairimashita! Iruma-kun 3rd Season,21,Oct 2022 - Mar 2023,181620,7.81
555,Migi to Dali,13,Oct 2023 - Dec 2023,60072,7.8
556,Shadows House,13,Apr 2021 - Jul 2021,243189,7.8
557,Baby Steps,25,Apr 2014 - Sep 2014,146015,7.8
558,City Hunter 3,13,Oct 1989 - Jan 1990,21439,7.8
559,Jormungand,12,Apr 2012 - Jun 2012,360341,7.8
560,Watashi no Shiawase na Kekkon,12,Jul 2023 - Sep 2023,247444,7.8
561,Wolf's Rain,26,Jan 2003 - Jul 2003,325971,7.8
562,Sonny Boy,12,Jul 2021 - Oct 2021,301962,7.79
563,Taishou Otome Otogibanashi,12,Oct 2021 - Dec 2021,142004,7.79
564,Tokyo Ghoul,12,Jul 2014 - Sep 2014,2782421,7.79
565,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,373,Jun 1996 - Dec 2004,18487,7.79
566,Last Exile,26,Apr 2003 - Sep 2003,173692,7.79
567,Seikai no Senki II,10,Jul 2001 - Sep 2001,23693,7.79
568,Beastars 2nd Season,12,Jan 2021 - Mar 2021,433375,7.79
569,Ginga Tetsudou 999,113,Sep 1978 - Mar 1981,37646,7.79
570,Akage no Anne,50,Jan 1979 - Dec 1979,32691,7.78
571,Crayon Shin-chan,,Apr 1992 -,82699,7.78
572,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,12,Apr 2018 - Jun 2018,84840,7.77
573,Heike Monogatari,11,Jan 2022 - Mar 2022,78396,7.78
574,Kekkai Sensen & Beyond,12,Oct 2017 - Dec 2017,432759,7.78
575,Princess Connect! Re:Dive Season 2,12,Jan 2022 - Mar 2022,124055,7.78
576,Kidou Senshi Gundam,43,Apr 1979 - Jan 1980,131949,7.77
577,Lupin III: Part II,155,Oct 1977 - Oct 1980,34590,7.77
578,Lupin the Third: Mine Fujiko to Iu Onna,13,Apr 2012 - Jun 2012,63124,7.77
579,Saraiya Goyou,12,Apr 2010 - Jul 2010,92399,7.77
580,Date A Live IV,12,Apr 2022 - Jun 2022,242040,7.77
581,Digimon Adventure,54,Mar 1999 - Mar 2000,398464,7.77
582,Gochuumon wa Usagi desu ka??,12,Oct 2015 - Dec 2015,130471,7.77
583,Hoozuki no Reitetsu,13,Jan 2014 - Apr 2014,130578,7.77
584,Urusei Yatsura (2022) 2nd Season,23,Jan 2024 -,32064,7.77
585,Texhnolyze,22,Apr 2003 - Sep 2003,248965,7.76
586,Turn A Gundam,50,Apr 1999 - Apr 2000,47894,7.76
587,Kumichou Musume to Sewagakari,12,Jul 2022 - Sep 2022,212114,7.76
588,Love Live! School Idol Project 2nd Season,13,Apr 2014 - Jun 2014,256966,7.76
589,Maria-sama ga Miteru 4th,13,Jan 2009 - Mar 2009,22499,7.76
590,Ojamajo Doremi Dokkaan!,51,Feb 2002 - Jan 2003,16938,7.76
591,Overlord II,13,Jan 2018 - Apr 2018,1006111,7.76
592,Ranma ½,161,Apr 1989 - Sep 1992,252207,7.76
593,Saenai Heroine no Sodatekata ♭,11,Apr 2017 - Jun 2017,363293,7.76
594,Akagami no Shirayuki-hime,12,Jul 2015 - Sep 2015,667137,7.76
595,Bishoujo Senshi Sailor Moon Crystal Season III,13,Apr 2016 - Jun 2016,60279,7.76
596,Ghost Hunt,25,Oct 2006 - Mar 2007,229405,7.76
597,High Score Girl,12,Jul 2018 - Sep 2018,255268,7.76
598,Charlotte,13,Jul 2015 - Sep 2015,1588668,7.75
599,City Hunter '91,13,Apr 1991 - Oct 1991,23896,7.75
600,Genshiken 2,12,Oct 2007 - Dec 2007,82861,7.75
601,Grisaia no Rakuen,10,Apr 2015 - Jun 2015,406699,7.75
602,Higashi no Eden,11,Apr 2009 - Jun 2009,560818,7.75
603,Udon no Kuni no Kiniro Kemari,12,Oct 2016 - Dec 2016,133115,7.75
604,Mahoutsukai no Yome Season 2,12,Apr 2023 - Jun 2023,168278,7.75
605,Mairimashita! Iruma-kun,23,Oct 2019 - Mar 2020,477208,7.75
606,Saint Seiya,114,Oct 1986 - Apr 1989,186230,7.75
607,Shaman King,64,Jul 2001 - Sep 2002,363316,7.75
608,Kageki Shoujo!!,13,Jul 2021 - Sep 2021,82447,7.74
609,Kidou Senshi Gundam SEED,50,Oct 2002 - Sep 2003,168921,7.74
610,Kokoro Connect,13,Jul 2012 - Sep 2012,825541,7.74
611,Lucky☆Star,24,Apr 2007 - Sep 2007,644666,7.74
612,Mujin Wakusei Survive,52,Oct 2003 - Oct 2004,29757,7.74
613,Pokemon XY&Z,47,Oct 2015 - Oct 2016,140864,7.74
614,Claymore,26,Apr 2007 - Sep 2007,666414,7.74
615,Dragon Ball Kai,97,Apr 2009 - Mar 2011,385362,7.74
616,Dragon Quest: Dai no Daibouken (2020),100,Oct 2020 - Oct 2022,71430,7.74
617,Gakkou no Kaidan,19,Oct 2000 - Mar 2001,207560,7.74
618,Golden Time,24,Oct 2013 - Mar 2014,1025990,7.74
619,Hataraku Maou-sama!,13,Apr 2013 - Jun 2013,1547761,7.74
620,Shokugeki no Souma: Shin no Sara,12,Oct 2019 - Dec 2019,606837,7.74
621,Taiyou no Ko Esteban,39,May 1982 - Feb 1983,13372,7.74
622,Tentai Senshi Sunred,26,Oct 2008 - Mar 2009,22275,7.74
623,Slayers,26,Apr 1995 - Sep 1995,141260,7.73
624,Tantei Gakuen Q,45,Apr 2003 - Mar 2004,35078,7.73
625,Tsuki ga Michibiku Isekai Douchuu 2nd Season,25,Jan 2024 -,150660,7.73
626,Urusei Yatsura,195,Oct 1981 - Mar 1986,87535,7.73
627,Kyou kara Maou! 3rd Series,39,Apr 2008 - Feb 2009,34558,7.73
628,Panty & Stocking with Garterbelt,13,Oct 2010 - Dec 2010,390205,7.73
629,Shiki,22,Jul 2010 - Dec 2010,595430,7.73
630,Ani ni Tsukeru Kusuri wa Nai! 2,24,Jul 2018 - Dec 2018,50393,7.73
631,Bishoujo Senshi Sailor Moon,46,Mar 1992 - Feb 1993,378067,7.73
632,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",12,Jan 2019 - Mar 2019,192834,7.73
633,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,11,Jul 2022 - Oct 2022,321201,7.73
634,Gundam Build Fighters,25,Oct 2013 - Mar 2014,74562,7.73
635,Bishoujo Senshi Sailor Moon R,43,Mar 1993 - Mar 1994,157373,7.72
636,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",12,Jan 2016 - Mar 2016,548196,7.72
637,Jinrui wa Suitai Shimashita,12,Jul 2012 - Sep 2012,189033,7.72
638,Sidonia no Kishi: Daikyuu Wakusei Seneki,12,Apr 2015 - Jun 2015,118241,7.72
639,Tegamibachi Reverse,25,Oct 2010 - Mar 2011,63456,7.72
640,Tomodachi Game,12,Apr 2022 - Jun 2022,376033,7.72
641,Ueki no Housoku,51,Apr 2005 - Mar 2006,116894,7.72
642,Yamato Nadeshiko Shichihenge♥,25,Oct 2006 - Mar 2007,160356,7.72
643,Kyoukai no Kanata,12,Oct 2013 - Dec 2013,1155295,7.72
644,Love Live! Superstar!! 2nd Season,12,Jul 2022 - Oct 2022,31983,7.71
645,Arakawa Under the Bridge x Bridge,13,Oct 2010 - Dec 2010,163849,7.71
646,Chi's Sweet Home: Atarashii Ouchi,104,Mar 2009 - Sep 2009,30000,7.71
647,Dungeon Meshi,24,Jan 2024 -,125624,7.71
648,Enen no Shouboutai,24,Jul 2019 - Dec 2019,1312063,7.71
649,Inazuma Eleven,127,Oct 2008 - Apr 2011,211890,7.71
650,Joshikousei no Mudazukai,12,Jul 2019 - Sep 2019,120794,7.71
651,Tetsuwan Birdy Decode:02,12,Jan 2009 - Mar 2009,51930,7.71
652,The iDOLM@STER Cinderella Girls: U149,12,Apr 2023 - Jun 2023,14069,7.71
653,Tsuki ga Michibiku Isekai Douchuu,12,Jul 2021 - Sep 2021,407646,7.71
654,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,6,Oct 2017 - Nov 2017,44484,7.71
655,Soukou Kihei Votoms,52,Apr 1983 - Mar 1984,24736,7.7
656,Uchuu Kaizoku Captain Herlock,42,Mar 1978 - Feb 1979,37397,7.7
657,Uramichi Oniisan,13,Jul 2021 - Sep 2021,226475,7.7
658,Kyousou Giga (TV),10,Oct 2013 - Dec 2013,189527,7.7
659,New Game!!,12,Jul 2017 - Sep 2017,255932,7.7
660,Chuunibyou demo Koi ga Shitai!,12,Oct 2012 - Dec 2012,1340668,7.7
661,IDOLiSH7,17,Jan 2018 - May 2018,69809,7.7
662,Junjou Romantica 2,12,Oct 2008 - Dec 2008,179444,7.7
663,Ani ni Tsukeru Kusuri wa Nai! 3,12,Oct 2019 - Dec 2019,38644,7.69
664,D.Gray-man Hallow,13,Jul 2016 - Sep 2016,188757,7.69
665,Dragon Ball Kai (2014),61,Apr 2014 - Jun 2015,188709,7.69
666,Fruits Basket,26,Jul 2001 - Dec 2001,534899,7.69
667,Hakumei to Mikochi,12,Jan 2018 - Mar 2018,64399,7.69
668,Hanasakeru Seishounen,39,Apr 2009 - Feb 2010,68836,7.69
669,Hourou Musuko,11,Jan 2011 - Apr 2011,129239,7.69
670,Watashi no Ashinaga Ojisan,40,Jan 1990 - Dec 1990,16702,7.69
671,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,6,Nov 2017 - Jan 2018,41296,7.69
672,Karakai Jouzu no Takagi-san,12,Jan 2018 - Mar 2018,584038,7.69
673,Keroro Gunsou,358,Apr 2004 - Apr 2011,76433,7.69
674,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,13,Apr 2022 - Jun 2022,37572,7.69
675,Kidou Keisatsu Patlabor: On Television,47,Oct 1989 - Sep 1990,38446,7.68
676,Oniichan wa Oshimai!,12,Jan 2023 - Mar 2023,139293,7.68
677,Princess Principal,12,Jul 2017 - Sep 2017,208600,7.68
678,Seitokai Yakuindomo*,13,Jan 2014 - Mar 2014,253219,7.68
679,Shin Kidou Senki Gundam Wing,49,Apr 1995 - Mar 1996,159184,7.68
680,Akebi-chan no Sailor-fuku,12,Jan 2022 - Mar 2022,179533,7.68
681,Aoi Bungaku Series,12,Oct 2009 - Dec 2009,219379,7.68
682,Aria the Animation,13,Oct 2005 - Dec 2005,161785,7.68
683,Baka to Test to Shoukanjuu Ni!,13,Jul 2011 - Sep 2011,368957,7.68
684,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",12,Jul 2015 - Sep 2015,797611,7.68
685,Isekai Shokudou 2,12,Oct 2021 - Dec 2021,93403,7.68
686,Tokyo Revengers: Seiya Kessen-hen,13,Jan 2023 - Apr 2023,337043,7.68
687,Shoujo☆Kageki Revue Starlight,12,Jul 2018 - Sep 2018,86064,7.67
